city,fuel_type,body_type,transmission,owner_count,brand,model,variant,car_age,price_numeric,km_numeric,engine_cc,mileage_numeric,max_power_numeric,torque_numeric,spec_seats
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,VXI Optional,8,440000.0000000001,44000,998.0,23.1,67.04,90.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio X,ZXI,5,503000.0,44363,998.0,21.63,67.05,90.0,5.0
Hyderabad,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,AMT VXI,6,702000.0,39461,1197.0,21.21,81.8,113.0,5.0
Hyderabad,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,E 220 CDI Avantgarde,12,1175000.0,120000,2148.0,10.0,170.0,400.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,1.2 Zeta,6,690000.0,59126,1197.0,21.4,83.1,115.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,1.2 Kappa Asta,6,520000.0,65331,1197.0,18.9,81.86,113.75,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,RS,7,699000.0,45000,998.0,21.1,100.0,150.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,VXI,11,436000.0000000001,41378,1197.0,22.38,88.5,113.0,5.0
Hyderabad,Diesel,Sedan,Manual,1,Tata,Tata Manza,Club Class Quadrajet90 EX,11,250000.0,120000,1248.0,21.02,88.76,200.0,5.0
Hyderabad,Petrol,Sedan,Manual,1,Honda,Honda City,i VTEC V,10,501999.9999999999,124781,1497.0,17.4,117.3,145.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,VXI,8,509999.9999999999,63313,1197.0,22.38,88.5,113.0,5.0
Hyderabad,Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,Delta Diesel,8,660000.0,62535,1248.0,27.39,74.0,190.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,1.2 Alpha,7,599000.0,89581,1197.0,21.4,83.1,115.0,5.0
Hyderabad,Diesel,Sedan,Manual,2,Ford,Ford Fiesta Classic,1.4 Duratorq LXI,13,250000.0,120000,1399.0,19.68,67.0,160.0,5.0
Hyderabad,Diesel,Sedan,Automatic,2,Volkswagen,Volkswagen Jetta,2.0L TDI Highline AT,10,750000.0,120000,1968.0,16.96,138.03,320.0,5.0
Hyderabad,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,W9 BSIV,6,1595000.0,58000,2179.0,15.1,152.87,360.0,7.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,LXI,12,310000.0,90000,998.0,21.79,67.05,90.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,RS,7,675000.0,59000,998.0,21.1,100.0,150.0,5.0
Hyderabad,Diesel,SUV,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,ML 350 4Matic,13,1200000.0,100000,2987.0,15.26,165.0,510.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,VXI Opt 2019-2022,5,392000.0,99003,998.0,21.7,67.05,90.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,VXI Opt 2019-2022,5,401000.0,76003,998.0,21.7,67.05,90.0,5.0
Hyderabad,Petrol,Hatchback,Manual,3,Maruti,Maruti Baleno,1.2 Zeta,7,581000.0,101863,1197.0,21.4,83.1,115.0,5.0
Hyderabad,Diesel,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,1.5 TDI Highline AT,6,909000.0,107344,1498.0,22.15,108.6,250.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,1.2 Kappa Asta,6,543000.0,56129,1197.0,18.9,81.86,113.75,5.0
Hyderabad,Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,SHVS ZDI Plus,5,1100000.0,70599,1248.0,24.52,88.5,200.0,7.0
Hyderabad,Diesel,Sedan,Automatic,1,Honda,Honda Amaze,V CVT Diesel BSIV,6,743000.0,97208,1498.0,23.8,78.9,160.0,5.0
Hyderabad,Petrol,Sedan,Manual,2,Skoda,Skoda Rapid,1.0 TSI Style,4,997000.0000000001,53509,999.0,18.97,108.62,175.0,5.0
Hyderabad,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2.0 Sport,7,1599000.0,52000,1956.0,17.1,170.0,350.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,Sportz BSVI,3,811000.0,97621,1197.0,21.0,81.8,114.74,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Era 1.1,15,250000.0,113000,1086.0,19.81,68.05,99.04,5.0
Hyderabad,Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,Zeta DDiS 200 SH,6,975000.0,78000,1248.0,25.1,88.5,200.0,5.0
Hyderabad,Diesel,Sedan,Automatic,1,Audi,Audi A4,2.0 TDI,13,1199000.0,93000,1968.0,16.55,147.51,320.0,5.0
Hyderabad,Petrol,Sedan,Manual,1,Mercedes-Benz,Mercedes-Benz S-Class,320 L,23,999000.0,48000,2987.0,13.0,210.0,50.0,5.0
Hyderabad,Diesel,MUV,Manual,1,Chevrolet,Chevrolet Enjoy,TCDi LTZ 7 Seater,11,525000.0,55000,1248.0,18.2,73.8,172.5,7.0
Hyderabad,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,VDi,12,420000.0,131852,1248.0,19.3,73.9,190.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,VXI,3,600000.0,20000,1197.0,21.21,81.8,113.0,5.0
Hyderabad,Diesel,SUV,Manual,1,Renault,Renault Duster,110PS Diesel RxZ,5,996000.0000000001,44416,1461.0,19.6,108.45,245.0,5.0
Hyderabad,Petrol,Hatchback,Manual,3,Honda,Honda Brio,S MT,12,311000.0,69408,1198.0,19.4,86.8,109.0,5.0
Hyderabad,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,1.0 TSI Topline BSVI,2,1700000.0,10000,999.0,20.08,113.98,178.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,1.2 Zeta,8,572000.0,78911,1197.0,21.4,83.1,115.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Datsun,Datsun GO,T,7,307000.0,85298,1198.0,19.02,67.05,104.0,5.0
Hyderabad,Petrol,Sedan,Manual,1,Honda,Honda City,i VTEC S,10,454000.0,60529,1497.0,17.4,117.3,145.0,5.0
Hyderabad,Diesel,Sedan,Manual,2,Skoda,Skoda Rapid,1.5 TDI Style BSIV,7,775000.0,115276,1498.0,21.13,108.6,250.0,5.0
Hyderabad,Diesel,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,VDi AMT,5,850000.0,60000,1248.0,24.3,88.5,200.0,5.0
Hyderabad,Petrol,SUV,Manual,1,Renault,Renault Duster,RXE,4,907000.0,30241,1498.0,16.42,104.55,142.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,Sportz BSIV,5,509000.0,24197,1086.0,20.3,68.0,99.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20 N Line,N6 iMT Dual Tone BSVI,3,940000.0,44981,998.0,20.0,118.41,172.0,5.0
Hyderabad,Diesel,Hatchback,Manual,2,Nissan,Nissan Micra,Diesel XV Premium,13,227000.0,85497,1461.0,23.08,63.1,160.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,1.2 Delta,5,650000.0,30000,1197.0,21.4,83.1,115.0,5.0
Hyderabad,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,DDiS VDI,7,580000.0,80000,1248.0,28.4,74.0,190.0,5.0
Hyderabad,Petrol,Hatchback,Automatic,1,Honda,Honda Brio,1.2 VX AT,7,595000.0,41000,1198.0,16.5,86.8,109.0,5.0
Hyderabad,Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,1.6 CRDi AT SX Plus,7,1100000.0,73000,1582.0,17.01,126.2,259.9,5.0
Hyderabad,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,VXI BSVI,2,770000.0,40000,1197.0,22.41,88.5,113.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,ZXI 2018,6,695000.0,27000,1197.0,22.0,81.8,113.0,5.0
Hyderabad,Petrol,Hatchback,Manual,3,Tata,Tata Tiago,1.2 Revotron XZ,6,496000.0,57380,1199.0,23.84,84.0,114.0,5.0
Hyderabad,Diesel,Sedan,Automatic,1,Hyundai,Hyundai Elantra,1.6 SX Option AT,6,1261000.0,81334,1582.0,18.23,126.2,259.88,5.0
Hyderabad,Cng,Sedan,Manual,1,Maruti,Maruti Swift Dzire,VXI CNG BSVI,2,875000.0,70000,1197.0,31.12,76.43,98.5,5.0
Hyderabad,Diesel,SUV,Manual,1,Tata,Tata Nexon,XM Diesel,3,927999.9999999999,32483,1497.0,23.22,113.42,260.0,5.0
Hyderabad,Diesel,SUV,Manual,2,Maruti,Maruti Vitara Brezza,ZDi,8,803999.9999999999,71220,1248.0,24.3,88.5,200.0,5.0
Hyderabad,Petrol,SUV,Manual,1,Kia,Kia Sonet,HTX Turbo iMT BSVI,3,1100000.0,17459,998.0,18.2,118.36,172.0,5.0
Hyderabad,Petrol,SUV,Manual,1,Maruti,Maruti Brezza,Zxi,1,1275000.0,6517,1462.0,17.38,101.65,136.8,5.0
Hyderabad,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,1.4 E Plus CRDi,6,950000.0,70427,1396.0,22.1,88.7,219.7,5.0
Hyderabad,Petrol,Hatchback,Automatic,1,Maruti,Maruti Alto K10,VXI AGS Optional,6,400000.0,52306,998.0,23.95,67.1,90.0,5.0
Hyderabad,Diesel,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,1.5 TDI Highline AT,9,550000.0,111670,1498.0,21.21,103.2,250.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,VXI,5,475000.0,40000,998.0,21.79,67.05,90.0,5.0
Hyderabad,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,1.4 SX,7,720000.0,67000,1396.0,21.19,88.73,220.0,5.0
Hyderabad,Petrol,Sedan,Manual,3,Honda,Honda City,E,12,417000.0,88471,1497.0,16.8,116.3,146.0,5.0
Hyderabad,Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,1.2 CRDi Sportz,6,532000.0,88479,1186.0,24.0,73.97,190.24,5.0
Hyderabad,Petrol,MUV,Manual,1,Maruti,Maruti XL6,Zeta,4,1150000.0,39000,1462.0,19.01,103.2,138.0,6.0
Hyderabad,Diesel,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,1.5 TDI Highline AT,6,944000.0,50003,1498.0,22.15,108.6,250.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,1.2 Kappa Sportz BSIV,7,501000.0,82163,1197.0,18.9,81.86,113.75,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,Zeta BSVI,2,850000.0,40000,1197.0,22.35,88.5,113.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,VXI,8,472000.0,108560,1197.0,22.38,88.5,113.0,5.0
Hyderabad,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,W8 FWD,10,860000.0,70000,2179.0,15.1,140.0,330.0,7.0
Hyderabad,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,1.0 T Option,3,469000.0000000001,28292,999.0,21.7,67.05,91.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI Optional,7,289000.0,117467,796.0,24.7,47.3,69.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,1.2 Zeta,5,690000.0,65000,1197.0,21.4,83.1,115.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Sportz,12,321000.0,60541,1197.0,20.36,78.9,111.8,5.0
Hyderabad,Petrol,SUV,Manual,1,Ford,Ford Ecosport,1.0 Ecoboost Titanium,9,575000.0,60000,999.0,18.88,123.37,170.0,5.0
Hyderabad,Petrol,Sedan,Manual,1,Honda,Honda City,i-VTEC V,5,890000.0,76355,1497.0,17.4,117.6,145.0,5.0
Hyderabad,Petrol,Hatchback,Automatic,1,Maruti,Maruti S-Presso,VXI AT 2019-2022,3,525000.0,60000,998.0,21.7,67.05,90.0,5.0
Hyderabad,Diesel,SUV,Manual,1,Nissan,Nissan Terrano,XL D Option,5,900000.0,50000,1461.0,19.87,83.14,200.0,5.0
Hyderabad,Diesel,SUV,Manual,1,MG,MG Hector,Sharp Diesel MT,5,1650000.0,96000,1956.0,17.41,167.68,350.0,5.0
Hyderabad,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,W8 Option Diesel BSIV,4,1120000.0,63000,1497.0,20.0,115.0,300.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,Sportz,4,599000.0,40000,1197.0,20.7,81.86,113.8,5.0
Hyderabad,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,SX Sport iMT,3,1020000.0,30000,998.0,18.0,118.35,171.6,5.0
Hyderabad,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,VXI,10,443000.0,101543,1197.0,22.41,88.5,113.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,1.2 Alpha,8,644000.0,66424,1197.0,21.4,83.1,115.0,5.0
Hyderabad,Petrol,SUV,Manual,1,Maruti,Maruti SX4 S Cross,Zeta,4,750000.0,120000,1462.0,18.55,103.25,138.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,1.2 Revotron XZ,6,519000.0000000001,33433,1199.0,23.84,84.0,114.0,5.0
Hyderabad,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,Asta Option 1.4 CRDi,8,695000.0,72169,1396.0,22.54,88.73,219.7,5.0
Hyderabad,Petrol,Sedan,Automatic,1,Honda,Honda City,i-VTEC CVT VX,6,981000.0,48175,1497.0,18.0,117.6,145.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,VXI,10,425000.0,73452,998.0,23.1,67.04,90.0,5.0
Hyderabad,Petrol,SUV,Automatic,1,MG,MG Hector,Sharp DCT,4,1537000.0,54807,1451.0,13.96,141.0,250.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI,7,323000.0,47118,796.0,22.05,47.33,69.0,5.0
Hyderabad,Petrol,SUV,Manual,1,Tata,Tata Nexon,1.2 Revotron XZ Plus,7,700000.0,100000,1198.0,17.0,108.5,170.0,5.0
Hyderabad,Petrol,SUV,Manual,1,Nissan,Nissan Magnite,XV Premium BSVI,3,809000.0,41192,999.0,18.75,71.02,96.0,5.0
Hyderabad,Petrol,SUV,Automatic,1,Honda,Honda CR-V,2.4L 4WD AT,12,1195000.0,70000,2354.0,11.1,158.8,218.0,5.0
Hyderabad,Diesel,Sedan,Manual,2,Tata,Tata Manza,Aura Plus Quadrajet BS IV,14,245000.0,80000,1248.0,19.0,90.0,200.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,ZXI,8,425000.0,51000,998.0,23.1,67.04,90.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Renault,Renault KWID,1.0 RXL,7,385000.0,31846,999.0,23.01,67.0,91.0,5.0
Hyderabad,Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,CRDi Asta,9,545000.0,63000,1120.0,24.0,70.0,160.0,5.0
Hyderabad,Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20,Asta 1.4 CRDi,9,588000.0,114676,1396.0,22.54,88.73,219.7,5.0
Hyderabad,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,Sportz Plus Diesel,5,747000.0,82662,1396.0,22.54,88.76,224.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,VXI,10,280000.0,50000,998.0,23.95,67.05,90.0,5.0
Hyderabad,Petrol,MUV,Manual,1,Renault,Renault Triber,RXZ,5,633000.0,66518,999.0,20.0,71.01,96.0,7.0
Hyderabad,Petrol,Sedan,Manual,1,Honda,Honda City,i VTEC VX,7,814000.0,57927,1497.0,17.8,117.3,145.0,5.0
Hyderabad,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,Alpha BSIV,5,900000.0,40000,1462.0,21.56,103.25,138.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,XT BSVI,3,605000.0,16115,1199.0,19.01,84.82,113.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,Asta 1.2,15,270000.0,50829,1197.0,20.36,78.9,111.8,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,Sportz,5,622000.0,25467,1197.0,20.7,81.86,113.8,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI,4,317000.0,71071,796.0,22.05,47.33,69.0,5.0
Hyderabad,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,1.6 VTVT SX,8,795000.0,55000,1591.0,17.01,121.3,154.9,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,Sportz 1.2,7,602000.0,55563,1197.0,18.6,81.83,114.7,5.0
Hyderabad,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,AT Asta,9,575000.0,54000,1197.0,18.9,82.0,114.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,Petrol Spotz,5,675000.0,70000,1197.0,18.6,81.86,114.73,5.0
Hyderabad,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,1.5 Petrol Titanium AT,8,750000.0,41000,1496.0,14.7,120.69,149.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,1.2 Magna,13,350000.0,70000,1197.0,18.5,80.0,11.4,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,Zeta,4,749000.0,62500,1197.0,21.01,81.8,113.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,Sportz,3,550000.0,20000,1086.0,20.3,68.05,99.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,Sportz 1.2,8,599000.0,60350,1197.0,18.6,81.83,114.7,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,Sportz 1.2,9,570000.0,52266,1197.0,18.6,81.83,114.7,5.0
Hyderabad,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,Alpha Diesel,6,894999.9999999999,58431,1248.0,28.09,88.5,200.0,5.0
Hyderabad,Petrol,Sedan,Automatic,1,Honda,Honda City,i VTEC CVT VX,7,1011000.0,41372,1497.0,18.0,117.3,145.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,LXI,10,267000.0,46863,796.0,22.05,47.33,69.0,5.0
Hyderabad,Petrol,Sedan,Automatic,1,Nissan,Nissan Sunny,XL CVT,10,570000.0,66500,1498.0,17.97,99.6,134.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,Sportz 1.1L,10,369000.0,49374,1086.0,19.81,68.05,99.04,5.0
Hyderabad,Diesel,Sedan,Manual,2,Skoda,Skoda Rapid,1.6 TDI Ambition,12,360000.0,120000,1598.0,20.5,103.5,250.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,XT BSVI,3,605000.0,62832,1199.0,19.01,84.82,113.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,Sportz 1.2,8,585000.0,61155,1197.0,18.6,81.83,114.7,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,VXI,3,723000.0,12045,1197.0,22.38,88.5,113.0,5.0
Hyderabad,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,Alpha BSVI,4,894999.9999999999,60700,1462.0,20.65,103.25,138.0,5.0
Hyderabad,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,C 220 CDI BE Avantgare,11,1350000.0,85000,2143.0,14.84,167.62,400.0,5.0
Hyderabad,Petrol,Sedan,Automatic,1,Honda,Honda City,CVT,4,1320000.0,44276,1497.0,16.4,78.0,12.7,5.0
Hyderabad,Diesel,Sedan,Automatic,2,Jaguar,Jaguar XF,2.2 Litre Luxury,11,1700000.0,70000,2179.0,16.36,187.7,450.0,5.0
Hyderabad,Diesel,Sedan,Automatic,1,Jaguar,Jaguar XF,2.2 Litre Luxury,11,1750000.0,70000,2179.0,16.36,187.7,450.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,VXI Plus BSVI,3,429000.0,22264,796.0,22.05,47.33,69.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,1.2 Sigma BSIV,6,376000.0,103763,1197.0,20.89,81.8,113.0,5.0
Hyderabad,Diesel,SUV,Automatic,1,Volvo,Volvo XC60,D3 Summum,12,1015000.0,109000,1985.0,14.7,163.0,400.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,Magna,12,312000.0,49043,1197.0,20.36,78.9,111.7,5.0
Hyderabad,Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,ZXI Optional AMT BSIV,7,492000.0,70666,998.0,23.1,67.04,90.0,5.0
Hyderabad,Diesel,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,AMT ZDI Plus,6,800000.0,65815,1248.0,28.4,74.02,190.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,LXi,14,165000.0,79000,796.0,19.7,46.3,62.0,5.0
Hyderabad,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,1.2 CVT Alpha,4,831000.0,48580,1197.0,21.4,83.1,115.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,1.2 Spotz,6,691000.0,44646,1197.0,18.6,81.83,114.7,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,LXI,16,175000.0,71963,998.0,21.79,67.05,90.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,1.2 Kappa Sportz BSIV,7,493000.0,26678,1197.0,18.9,81.86,113.75,5.0
Hyderabad,Diesel,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,Diesel LT,12,320000.0,41000,936.0,25.44,57.6,150.0,5.0
Hyderabad,Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,1.5 TDI Style BSIV,7,825000.0,83000,1498.0,21.13,108.6,250.0,5.0
Hyderabad,Diesel,Hatchback,Manual,1,Maruti,Maruti Ritz,LDi,12,375000.0,80000,1248.0,23.2,73.94,190.0,5.0
Hyderabad,Diesel,Hatchback,Manual,3,Maruti,Maruti Swift,VDI,13,323000.0,94514,1248.0,22.9,74.0,190.0,5.0
Hyderabad,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,VXI,9,487000.0,67037,1197.0,22.41,88.5,113.0,5.0
Hyderabad,Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2.6 SLX,20,290000.0,120000,2179.0,10.5,120.0,290.0,8.0
Hyderabad,Petrol,Hatchback,Manual,2,Toyota,Toyota Glanza,V,5,709000.0,35540,1197.0,22.35,88.5,113.0,5.0
Hyderabad,Diesel,SUV,Manual,1,Renault,Renault Captur,1.5 Diesel Platine,5,983000.0,47627,1461.0,20.37,108.45,240.0,5.0
Hyderabad,Petrol,Sedan,Automatic,1,Toyota,Toyota Corolla Altis,1.8 VL AT,15,450000.0,98000,1794.0,14.53,138.1,173.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,1.2 Spotz,6,672000.0,55943,1197.0,18.6,81.83,114.7,5.0
Hyderabad,Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,1.6 CRDi AT SX Plus,6,1350000.0,71000,1582.0,17.01,126.2,259.9,5.0
Hyderabad,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,ZXI Optional AMT BSIV,6,457000.0,117924,998.0,23.1,67.04,90.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,VXI BS IV,11,311000.0,92195,998.0,18.9,67.1,90.0,5.0
Hyderabad,Petrol,Sedan,Automatic,3,Hyundai,Hyundai Sonata,AT Leather,21,150000.0,40000,2359.0,11.0,165.0,23.6,5.0
Hyderabad,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,VXI AMT,6,623000.0,49009,1197.0,22.56,88.5,113.0,5.0
Hyderabad,Petrol,SUV,Automatic,1,Kia,Kia Sonet,HTK Plus Turbo DCT,4,1090000.0,31650,998.0,18.3,118.36,172.0,5.0
Hyderabad,Petrol,MUV,Manual,1,Kia,Kia Carens,Prestige Plus Turbo 2022-2023,2,1600000.0,20000,1353.0,16.2,138.05,242.0,7.0
Hyderabad,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Magna,15,200000.0,70000,1197.0,20.36,78.9,111.7,5.0
Hyderabad,Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,CRDi 1.6 AT EX,6,925000.0,39000,1582.0,18.0,126.2,259.87,5.0
Hyderabad,Petrol,SUV,Automatic,1,Mahindra,Mahindra XUV300,W6 AMT Sunroof NT BSVI,2,1150000.0,10000,1197.0,16.5,108.62,200.0,5.0
Hyderabad,Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,1.6 CRDi AT SX Plus,6,1150000.0,93615,1582.0,17.01,126.2,259.9,5.0
Hyderabad,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,Delta BSVI,2,894999.9999999999,16727,1462.0,20.65,103.25,138.0,5.0
Hyderabad,Petrol,SUV,Manual,3,Hyundai,Hyundai Creta,1.6 SX,5,1009000.0,63334,1591.0,15.8,121.3,151.0,5.0
Hyderabad,Petrol,SUV,Manual,1,Nissan,Nissan Magnite,Turbo XV Premium Opt DT BSVI,3,1050000.0,14000,999.0,20.0,98.63,160.0,5.0
Hyderabad,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,1.2 Delta BSIV,6,441000.0,96540,1197.0,20.89,81.8,113.0,5.0
Hyderabad,Petrol,Sedan,Automatic,1,Toyota,Toyota Yaris,J CVT,6,759000.0,92585,1496.0,17.8,105.94,140.0,5.0
Hyderabad,Petrol,SUV,Manual,1,Ford,Ford Ecosport,1.5 Ti VCT MT Ambiente,10,425000.0,53861,1499.0,15.8,110.0,140.0,5.0
Hyderabad,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,LXI BS IV,12,306000.0,65761,998.0,18.9,67.1,90.0,5.0
Hyderabad,Diesel,Sedan,Manual,2,Volkswagen,Volkswagen Vento,1.5 TDI Highline,9,600000.0,67000,1498.0,22.27,108.6,250.0,5.0
Hyderabad,Diesel,SUV,Manual,2,Jeep,Jeep Compass,2.0 Limited,6,1385000.0,122100,1956.0,17.1,170.0,350.0,5.0
